название;тип_лофт;телефон;сайт;ссылка
Лофт база. Просторная мансарда для вечеринок;Лофт, вечеринка, 122 м², 50 человек;+79584974167;N/A;https://www.reveltime.ru/venue/6325004?eventtype=vecherinka
Лофт Бангкок;Лофт, вечеринка, 50 м², 20 человек;+79346699837;N/A;https://www.reveltime.ru/venue/206436?eventtype=vecherinka
Лофт в белом кирпиче;Лофт, вечеринка, 100 м², 30 человек;;N/A;https://www.reveltime.ru/venue/1397925?eventtype=vecherinka
Лофт в бизнес центре;Лофт, вечеринка, 137 м², 65 человек;;N/A;https://www.reveltime.ru/venue/972941?eventtype=vecherinka
Лофт в кубинском стиле;Лофт, вечеринка, 25 м², 15 человек;;N/A;https://www.reveltime.ru/venue/2318835?eventtype=vecherinka
Лофт в сдержанных тонах;Лофт, вечеринка, 70 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3289754?eventtype=vecherinka
Лофт в сказочном саду;Лофт, вечеринка, 100 м², 35 человек;;N/A;https://www.reveltime.ru/venue/434100?eventtype=vecherinka
Лофт в скандинавском стиле с кухней и отдельным входом;Лофт, вечеринка, 100 м², 150 человек;;N/A;https://www.reveltime.ru/venue/3498684?eventtype=vecherinka
Лофт в стиле SteamPank;Лофт, вечеринка, 52 м², 50 человек;+79399007993;N/A;https://www.reveltime.ru/venue/593855?eventtype=vecherinka
Лофт в стиле Диско;Лофт, вечеринка, 90 м², 35 человек;+79584974226;N/A;https://www.reveltime.ru/venue/3408496?eventtype=vecherinka
Лофт в стиле минимализм;Лофт, вечеринка, 100 м², 30 человек;;N/A;https://www.reveltime.ru/venue/516982?eventtype=vecherinka
Лофт в тропическом стиле;Лофт, вечеринка, 180 м², 200 человек;;N/A;https://www.reveltime.ru/venue/2302698?eventtype=vecherinka
Лофт Вудсток. Лофт с высокими потолками;Лофт, вечеринка, 85 м², 30 человек;+79346695974;N/A;https://www.reveltime.ru/venue/7870122?eventtype=vecherinka
Лофт где можно все;Лофт, вечеринка, 130 м², 50 человек;+79852287192;https://www.kremlin.apartments;https://www.reveltime.ru/venue/9184259?eventtype=vecherinka
Лофт Гости;Лофт, вечеринка, 120 м², 70 человек;+79676932714;N/A;https://www.reveltime.ru/venue/2875559?eventtype=vecherinka
Лофт Граффити;Лофт, вечеринка, 27 м², 10 человек;+79584974064;N/A;https://www.reveltime.ru/venue/9183162?eventtype=vecherinka
Лофт для вечеринок в самом центре;Лофт, вечеринка, 100 м², 35 человек;+79036104324;N/A;https://www.reveltime.ru/venue/211808?eventtype=vecherinka
Лофт для вечеринок с балконом;Лофт, вечеринка, 100 м², 40 человек;;N/A;https://www.reveltime.ru/venue/211049?eventtype=vecherinka
Лофт для ламповых вечеринок;Лофт, вечеринка, 50 м², 25 человек;;N/A;https://www.reveltime.ru/venue/3380090?eventtype=vecherinka
Лофт для настольных игр в небольшой компании;Лофт, вечеринка, 20 м², 12 человек;;N/A;https://www.reveltime.ru/venue/3563379?eventtype=vecherinka
Лофт Зазеркалье;Лофт, вечеринка, 80 м², 20 человек;+79346692796;N/A;https://www.reveltime.ru/venue/209632?eventtype=vecherinka
Лофт ИЗНАНКА. Зал ГОЛЛИВУД;Лофт, вечеринка, 23 м², 15 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4698621?eventtype=vecherinka
Лофт ИЗНАНКА. Зал КАСТЛ;Лофт, вечеринка, 100 м², 50 человек;+79584974215;N/A;https://www.reveltime.ru/venue/3778845?eventtype=vecherinka
Лофт ИЗНАНКА. Зал ЛИХИЕ 90-е;Лофт, вечеринка, 75 м², 35 человек;+79584973975;N/A;https://www.reveltime.ru/venue/359047?eventtype=vecherinka
Лофт ИЗНАНКА. Зал ТОКИО;Лофт, вечеринка, 80 м², 35 человек;+79346657019;N/A;https://www.reveltime.ru/venue/6183917?eventtype=vecherinka
Лофт Империя Лофт с барной стойкой и балконом;Лофт, вечеринка, 120 м², 80 человек;;N/A;https://www.reveltime.ru/venue/314056?eventtype=vecherinka
Лофт Кастинг Клубный лофт в дизайнерском стиле;Лофт, вечеринка, 40 м², 20 человек;;N/A;https://www.reveltime.ru/venue/4565973?eventtype=vecherinka
Лофт Ключи. Уютный лофт с яркими акцентами;Лофт, вечеринка, 179 м², 60 человек;;N/A;https://www.reveltime.ru/venue/4075753?eventtype=vecherinka
Лофт Комод. Уютный лофт;Лофт, вечеринка, 110 м², 50 человек;+79019397085;N/A;https://www.reveltime.ru/venue/722937?eventtype=vecherinka
Лофт Космос. Белый лофт в особняке;Лофт, вечеринка, 250 м², 80 человек;+79254013159;N/A;https://www.reveltime.ru/venue/2784991?eventtype=vecherinka
Лофт Котельная;Лофт, вечеринка, 480 м², 300 человек;+79386982643;https://hlebozavod9.ru/rent/#kotelnaja;https://www.reveltime.ru/venue/9217054?eventtype=vecherinka
Лофт Кофе Деталька Зеленый зал;Лофт, вечеринка, 21 м², 15 человек;;N/A;https://www.reveltime.ru/venue/3567308?eventtype=vecherinka
Лофт Кофе Деталька. Антикафе;Лофт, вечеринка, 90 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3578719?eventtype=vecherinka
Лофт Курс. Двухэтажное арт-лофт;Лофт, вечеринка, 130 м², 80 человек;;N/A;https://www.reveltime.ru/venue/717030?eventtype=vecherinka
Лофт Лайф;Лофт, вечеринка, 120 м², 50 человек;+79584974206;N/A;https://www.reveltime.ru/venue/8423125?eventtype=vecherinka
Лофт Льюис. Эстетичный зал;Лофт, вечеринка, 67 м², 35 человек;+79346695974;N/A;https://www.reveltime.ru/venue/8966590?eventtype=vecherinka
Лофт Мави. Премиальное пространство;Лофт, вечеринка, 178 м², 70 человек;+79676928674;N/A;https://www.reveltime.ru/venue/8665359?eventtype=vecherinka
Лофт Май. Зал Август;Лофт, вечеринка, 105 м², 40 человек;+79584974208;N/A;https://www.reveltime.ru/venue/6438893?eventtype=vecherinka
Лофт Май. Зал Гоголь;Лофт, вечеринка, 50 м², 20 человек;+79584974206;N/A;https://www.reveltime.ru/venue/6451118?eventtype=vecherinka
Лофт Май. Зал Место;Лофт, вечеринка, 42 м², 20 человек;+79584055346;N/A;https://www.reveltime.ru/venue/7433564?eventtype=vecherinka
Лофт Май. Зал Мира;Лофт, вечеринка, 100 м², 50 человек;+79584974089;N/A;https://www.reveltime.ru/venue/8860811?eventtype=vecherinka
Лофт Май. Зал Молекула на Бауманской;Лофт, вечеринка, 30 м², 20 человек;+79019397085;N/A;https://www.reveltime.ru/venue/7433562?eventtype=vecherinka
Лофт Май. Зал Роза;Лофт, вечеринка, 60 м², 30 человек;+79584974139;N/A;https://www.reveltime.ru/venue/6544418?eventtype=vecherinka
Лофт Май. Зал Юг;Лофт, вечеринка, 80 м², 30 человек;+79019397094;N/A;https://www.reveltime.ru/venue/7431905?eventtype=vecherinka
Лофт Мемфис. Зал в итальянском стиле;Лофт, вечеринка, 135 м², 60 человек;+79584974215;N/A;https://www.reveltime.ru/venue/8776082?eventtype=vecherinka
Лофт Меркури;Лофт, вечеринка, 60 м², 50 человек;;N/A;https://www.reveltime.ru/venue/6638469?eventtype=vecherinka
Лофт на Самокатной. Светлый лофт на набережной;Лофт, вечеринка, 140 м², 100 человек;;N/A;https://www.reveltime.ru/venue/228155?eventtype=vecherinka
Лофт на Таганке;Лофт, вечеринка, 100 м², 45 человек;;N/A;https://www.reveltime.ru/venue/497662?eventtype=vecherinka
Лофт на территории арт-кластера Кристалл;Лофт, вечеринка, 76 м², 40 человек;+79584974139;N/A;https://www.reveltime.ru/venue/616183?eventtype=vecherinka
Лофт Нави. Атмосферный лофт для мероприятий;Лофт, вечеринка, 20 м², 10 человек;;N/A;https://www.reveltime.ru/venue/8634088?eventtype=vecherinka
Лофт Настроение;Лофт, вечеринка, 88 м², 40 человек;+79019317663;N/A;https://www.reveltime.ru/venue/4676587?eventtype=vecherinka
Лофт Наше место;Лофт, вечеринка, 85 м², 30 человек;+79019317643;N/A;https://www.reveltime.ru/venue/8418731?eventtype=vecherinka
Лофт Опера. Кирпичный лофт;Лофт, вечеринка, 95 м², 40 человек;;N/A;https://www.reveltime.ru/venue/7959146?eventtype=vecherinka
Лофт Опера. Кирпичный лофт;Лофт, вечеринка, 95 м², 40 человек;+79584974208;N/A;https://www.reveltime.ru/venue/623057?eventtype=vecherinka
Лофт Охра. Комнатный лофт для мероприятий;Лофт, вечеринка, 30 м², 15 человек;+79910172413;N/A;https://www.reveltime.ru/venue/8632548?eventtype=vecherinka
Лофт Палермо;Лофт, вечеринка, 190 м², 120 человек;+79019317588;N/A;https://www.reveltime.ru/venue/8501774?eventtype=vecherinka
Лофт Плантация. Plant House;Лофт, вечеринка, 300 м², 150 человек;;N/A;https://www.reveltime.ru/venue/5595715?eventtype=vecherinka
Лофт Плантация. Зал Бали;Лофт, вечеринка, 50 м², 20 человек;;N/A;https://www.reveltime.ru/venue/5642021?eventtype=vecherinka
Лофт Репаблик;Лофт, вечеринка, 215 м², 100 человек;+79019397046;N/A;https://www.reveltime.ru/venue/4722446?eventtype=vecherinka
Лофт РИ;Лофт, вечеринка, 120 м², 50 человек;+79346644195;N/A;https://www.reveltime.ru/venue/3683740?eventtype=vecherinka
Лофт с барной стойкой;Лофт, вечеринка, 160 м², 50 человек;;N/A;https://www.reveltime.ru/venue/243688?eventtype=vecherinka
Лофт с внутренним двориком;Лофт, вечеринка, 240 м², 80 человек;+74991112578;N/A;https://www.reveltime.ru/venue/798011?eventtype=vecherinka
Лофт с двумя смежными залами;Лофт, вечеринка, 100 м², 50 человек;;N/A;https://www.reveltime.ru/venue/2087893?eventtype=vecherinka
Лофт с диванами и диско-шаром;Лофт, вечеринка, 59 м², 30 человек;;N/A;https://www.reveltime.ru/venue/3101601?eventtype=vecherinka
Лофт с зеркальной стеной;Лофт, вечеринка, 85 м², 40 человек;+79346691548;N/A;https://www.reveltime.ru/venue/4207123?eventtype=vecherinka
Лофт с кинотеатром;Лофт, вечеринка, 170 м², 80 человек;+74991107697;N/A;https://www.reveltime.ru/venue/2782124?eventtype=vecherinka
Лофт с космическим дизайном;Лофт, вечеринка, 150 м², 120 человек;+79019397046;N/A;https://www.reveltime.ru/venue/6987162?eventtype=vecherinka
Лофт с кухней;Лофт, вечеринка, 100 м², 40 человек;;N/A;https://www.reveltime.ru/venue/388327?eventtype=vecherinka
Лофт с кухней, панорамными окнами и верандой;Лофт, вечеринка, 75 м², 25 человек;+79019317663;N/A;https://www.reveltime.ru/venue/6778151?eventtype=vecherinka
Лофт с панорамным окном;Лофт, вечеринка, 35 м², 20 человек;;N/A;https://www.reveltime.ru/venue/3181038?eventtype=vecherinka
Лофт с панорамными окнами в парке Сокольники;Лофт, вечеринка, 80 м², 40 человек;+79676928564;N/A;https://www.reveltime.ru/venue/7734842?eventtype=vecherinka
Лофт с панорамными окнами в центре Москвы;Лофт, вечеринка, 81 м², 70 человек;;N/A;https://www.reveltime.ru/venue/923930?eventtype=vecherinka
Лофт с покерным столом на мансардном этаже;Лофт, вечеринка, 21 м², 10 человек;+79676928674;N/A;https://www.reveltime.ru/venue/7120903?eventtype=vecherinka
Лофт с пуфами на Спортивной;Лофт, вечеринка, 100 м², 30 человек;;N/A;https://www.reveltime.ru/venue/657623?eventtype=vecherinka
Лофт с террасой на территории Измайловского Вернисажа;Лофт, вечеринка, 195 м², 90 человек;;N/A;https://www.reveltime.ru/venue/8202352?eventtype=vecherinka
Лофт с уникальной атмосферой;Лофт, вечеринка, 40 м², 20 человек;;N/A;https://www.reveltime.ru/venue/3200979?eventtype=vecherinka
Лофт с черно-белом дизайном;Лофт, вечеринка, 120 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3987618?eventtype=vecherinka
Лофт Самотёка Лофт-трансформер на мансарде;Лофт, вечеринка, 200 м², 120 человек;;N/A;https://www.reveltime.ru/venue/294377?eventtype=vecherinka
Лофт Свой ключ. Лофт-мансарда;Лофт, вечеринка, 80 м², 50 человек;;N/A;https://www.reveltime.ru/venue/1348168?eventtype=vecherinka
Лофт Скарлет. Уютное пространство на 6 гостей;Лофт, вечеринка, 12 м², 6 человек;+79910172113;N/A;https://www.reveltime.ru/venue/8620804?eventtype=vecherinka
Лофт со сценой;Лофт, вечеринка, 240 м², 150 человек;;N/A;https://www.reveltime.ru/venue/341962?eventtype=vecherinka
Лофт Событие;Лофт, вечеринка, 150 м², 80 человек;+79910173255;N/A;https://www.reveltime.ru/venue/5798476?eventtype=vecherinka
Лофт СОВА. Пространство с верандой в Измайловском Кремле;Лофт, вечеринка, 120 м², 40 человек;+79584974215;N/A;https://www.reveltime.ru/venue/3703249?eventtype=vecherinka
Лофт Софт;Лофт, вечеринка, 160 м², 80 человек;+79584974208;N/A;https://www.reveltime.ru/venue/8422925?eventtype=vecherinka
Лофт Твоя вина;Лофт, вечеринка, 60 м², 30 человек;+79584974228;N/A;https://www.reveltime.ru/venue/8471705?eventtype=vecherinka
Лофт Три бобра;Лофт, вечеринка, 90 м², 50 человек;+79346644195;N/A;https://www.reveltime.ru/venue/6171456?eventtype=vecherinka
Лофт Троя в нео-античном стиле;Лофт, вечеринка, 250 м², 200 человек;;N/A;https://www.reveltime.ru/venue/3566914?eventtype=vecherinka
Лофт Фантом;Лофт, вечеринка, 170 м², 60 человек;+79386982643;N/A;https://www.reveltime.ru/venue/5117405?eventtype=vecherinka
Лофт Фарфор. Большой исторический лофт;Лофт, вечеринка, 300 м², 300 человек;+79910172413;N/A;https://www.reveltime.ru/venue/3509324?eventtype=vecherinka
Лофт Фарфор. Лофт в здании 18 века;Лофт, вечеринка, 120 м², 50 человек;+79778814724;N/A;https://www.reveltime.ru/venue/294022?eventtype=vecherinka
Лофт Фарфор. Неоновый лисенок. Дизайнерский лофт-зал 70кв.м;Лофт, вечеринка, 70 м², 50 человек;+79910172113;N/A;https://www.reveltime.ru/venue/3464143?eventtype=vecherinka
Лофт Фарфор. Современный двухкомнатный лофт;Лофт, вечеринка, 45 м², 30 человек;+79584974160;N/A;https://www.reveltime.ru/venue/4406245?eventtype=vecherinka
Лофт Фарфор. Стильный лофт с колоннами;Лофт, вечеринка, 80 м², 40 человек;+79778814724;N/A;https://www.reveltime.ru/venue/332947?eventtype=vecherinka
Лофт Фарфор. Торжественный лофт с роялем;Лофт, вечеринка, 260 м², 200 человек;+79778814724;N/A;https://www.reveltime.ru/venue/643984?eventtype=vecherinka
Лофт Фарфор. Тёмный лофт;Лофт, вечеринка, 100 м², 100 человек;+79019397094;N/A;https://www.reveltime.ru/venue/4898097?eventtype=vecherinka
Лофт Эко. Эго;Лофт, вечеринка, 165 м², 70 человек;+79688786565;N/A;https://www.reveltime.ru/venue/4553418?eventtype=vecherinka
Лофт-бар;Лофт, вечеринка, 56 м², 25 человек;+79386989873;N/A;https://www.reveltime.ru/venue/3509254?eventtype=vecherinka
Лофт-бар для отдыха с друзьями;Лофт, вечеринка, 30 м², 20 человек;;N/A;https://www.reveltime.ru/venue/2043095?eventtype=vecherinka
Лофт-бар с бесплатным барменом;Лофт, вечеринка, 100 м², 60 человек;;N/A;https://www.reveltime.ru/venue/4168582?eventtype=vecherinka
Лофт-бар с яркими креслами;Лофт, вечеринка, 100 м², 100 человек;;N/A;https://www.reveltime.ru/venue/3499908?eventtype=vecherinka
Лофт-кальянная;Лофт, вечеринка, 70 м², 40 человек;;N/A;https://www.reveltime.ru/venue/675228?eventtype=vecherinka
Лофт-пространство с подиумом;Лофт, вечеринка, 70 м², 30 человек;;N/A;https://www.reveltime.ru/venue/605644?eventtype=vecherinka
Лофт-простраство с отдельным входом;Лофт, вечеринка, 60 м², 40 человек;;N/A;https://www.reveltime.ru/venue/2252107?eventtype=vecherinka
Лофт-трансформер;Лофт, вечеринка, 270 м², 240 человек;;N/A;https://www.reveltime.ru/venue/832408?eventtype=vecherinka
Лофт-центр Б69. Зал Disco Spa с верандой на крыше;Лофт, вечеринка, 38 м², 11 человек;+79584974089;N/A;https://www.reveltime.ru/venue/4462119?eventtype=vecherinka
Лофт-центр Б69. Зал Lollipop с верандой на крыше;Лофт, вечеринка, 30 м², 15 человек;+79584974206;N/A;https://www.reveltime.ru/venue/4462192?eventtype=vecherinka
Лофт-центр Б69. Зал Pop Art с верандой на крыше;Лофт, вечеринка, 24 м², 14 человек;+79584974208;N/A;https://www.reveltime.ru/venue/4462205?eventtype=vecherinka
Лофт-центр Б69. Зал Red Flag с верандой на крыше;Лофт, вечеринка, 30 м², 15 человек;+79019317588;N/A;https://www.reveltime.ru/venue/4512912?eventtype=vecherinka
Лофт-центр Б69. Зал UFC с верандой на крыше;Лофт, вечеринка, 34 м², 13 человек;+79584974208;N/A;https://www.reveltime.ru/venue/4462280?eventtype=vecherinka
Лофт-центр Б69. Зал Urban с верандой на крыше;Лофт, вечеринка, 44 м², 14 человек;+79584974208;N/A;https://www.reveltime.ru/venue/4462256?eventtype=vecherinka
Лофт-центр Б69. Зал Акира;Лофт, вечеринка, 15 м², 10 человек;+79584974167;N/A;https://www.reveltime.ru/venue/4461391?eventtype=vecherinka
Лофт-центр Б69. Зал Арена с верандой на крыше;Лофт, вечеринка, 35 м², 24 человек;+79584974228;N/A;https://www.reveltime.ru/venue/4498432?eventtype=vecherinka
Лофт-центр Б69. Зал Арт Фьюжен с верандой на крыше;Лофт, вечеринка, 24 м², 14 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4461906?eventtype=vecherinka
Лофт-центр Б69. Зал Багз Банни с верандой на крыше;Лофт, вечеринка, 16 м², 13 человек;+79584974039;N/A;https://www.reveltime.ru/venue/4512848?eventtype=vecherinka
Лофт-центр Б69. Зал Бохо с верандой на крыше;Лофт, вечеринка, 34 м², 15 человек;+79584974150;N/A;https://www.reveltime.ru/venue/4461757?eventtype=vecherinka
Лофт-центр Б69. Зал Бунгало с верандой на крыше;Лофт, вечеринка, 38 м², 25 человек;+79584974150;N/A;https://www.reveltime.ru/venue/4461721?eventtype=vecherinka
Лофт-центр Б69. Зал Бэнкси с верандой на крыше;Лофт, вечеринка, 21 м², 24 человек;+79584974084;N/A;https://www.reveltime.ru/venue/4512761?eventtype=vecherinka
Лофт-центр Б69. Зал Вандал с верандой на крыше;Лофт, вечеринка, 20 м², 10 человек;+79584974150;N/A;https://www.reveltime.ru/venue/4461712?eventtype=vecherinka
Лофт-центр Б69. Зал Вегас с верандой на крыше;Лофт, вечеринка, 37 м², 19 человек;+79584974084;N/A;https://www.reveltime.ru/venue/4512725?eventtype=vecherinka
Лофт-центр Б69. Зал Веном с верандой на крыше;Лофт, вечеринка, 19 м², 8 человек;+79584974150;N/A;https://www.reveltime.ru/venue/4461793?eventtype=vecherinka
Лофт-центр Б69. Зал Винил с верандой на крыше;Лофт, вечеринка, 16 м², 8 человек;;N/A;https://www.reveltime.ru/venue/5833069?eventtype=vecherinka
Лофт-центр Б69. Зал Винишко;Лофт, вечеринка, 16 м², 13 человек;+79019317663;N/A;https://www.reveltime.ru/venue/7693809?eventtype=vecherinka
Лофт-центр Б69. Зал Во все тяжкие с верандой на крыше;Лофт, вечеринка, 12 м², 8 человек;+79584973975;N/A;https://www.reveltime.ru/venue/4512906?eventtype=vecherinka
Лофт-центр Б69. Зал Галерея;Лофт, вечеринка, 23 м², 28 человек;+79584973975;N/A;https://www.reveltime.ru/venue/4512874?eventtype=vecherinka
Лофт-центр Б69. Зал Гараж;Лофт, вечеринка, 23 м², 15 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4461877?eventtype=vecherinka
Лофт-центр Б69. Зал Гетсби с верандой на крыше;Лофт, вечеринка, 23 м², 21 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4461922?eventtype=vecherinka
Лофт-центр Б69. Зал Гримерка с верандой на крыше;Лофт, вечеринка, 28 м², 14 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4461946?eventtype=vecherinka
Лофт-центр Б69. Зал Давид с верандой на крыше;Лофт, вечеринка, 28 м², 17 человек;+79584974139;N/A;https://www.reveltime.ru/venue/4461977?eventtype=vecherinka
Лофт-центр Б69. Зал Дисней 16+ с верандой на крыше;Лофт, вечеринка, 32 м², 20 человек;+79584974089;N/A;https://www.reveltime.ru/venue/4462046?eventtype=vecherinka
Лофт-центр Б69. Зал Индиго с верандой на крыше;Лофт, вечеринка, 12 м², 5 человек;+79584973975;N/A;https://www.reveltime.ru/venue/4512901?eventtype=vecherinka
Лофт-центр Б69. Зал Контент База с верандой на крыше;Лофт, вечеринка, 100 м², 33 человек;+79584974039;N/A;https://www.reveltime.ru/venue/4512868?eventtype=vecherinka
Лофт-центр Б69. Зал Кристалл;Лофт, вечеринка, 30 м², 15 человек;+79584974228;N/A;https://www.reveltime.ru/venue/4498497?eventtype=vecherinka
Лофт-центр Б69. Зал Кутюр с верандой на крыше;Лофт, вечеринка, 16 м², 13 человек;+79584974089;N/A;https://www.reveltime.ru/venue/4462088?eventtype=vecherinka
Лофт-центр Б69. Зал Кэш с верандой на крыше;Лофт, вечеринка, 18 м², 14 человек;+79584611054;N/A;https://www.reveltime.ru/venue/4996505?eventtype=vecherinka
Лофт-центр Б69. Зал ЛоуРайдер;Лофт, вечеринка, 35 м², 25 человек;+79584974206;N/A;https://www.reveltime.ru/venue/4462139?eventtype=vecherinka
Лофт-центр Б69. Зал Материя с верандой на крыше;Лофт, вечеринка, 21 м², 24 человек;+79584973975;N/A;https://www.reveltime.ru/venue/4512896?eventtype=vecherinka
Лофт-центр Б69. Зал Нейросеть с верандой на крыше;Лофт, вечеринка, 35 м², 24 человек;+79584974039;N/A;https://www.reveltime.ru/venue/4512858?eventtype=vecherinka
Лофт-центр Б69. Зал Неон бар с верандой на крыше;Лофт, вечеринка, 37 м², 20 человек;+79584974206;N/A;https://www.reveltime.ru/venue/4462178?eventtype=vecherinka
Лофт-центр Б69. Зал Октава с верандой на крыше;Лофт, вечеринка, 26 м², 18 человек;+79584055346;N/A;https://www.reveltime.ru/venue/4910989?eventtype=vecherinka
Лофт-центр Б69. Зал Олимпия с верандой на крыше;Лофт, вечеринка, 28 м², 17 человек;+79584974039;N/A;https://www.reveltime.ru/venue/4512820?eventtype=vecherinka
Лофт-центр Б69. Зал Подушка Пати с верандой на крыше;Лофт, вечеринка, 29 м², 20 человек;+79584974228;N/A;https://www.reveltime.ru/venue/4497618?eventtype=vecherinka
Лофт-центр Б69. Зал Призма с верандой на крыше;Лофт, вечеринка, 15 м², 14 человек;+79584974331;N/A;https://www.reveltime.ru/venue/4462294?eventtype=vecherinka
Лофт-центр Б69. Зал Слово пацана;Лофт, вечеринка, 24 м², 15 человек;+79584974208;N/A;https://www.reveltime.ru/venue/4462237?eventtype=vecherinka
Лофт-центр Б69. Зал СССР;Лофт, вечеринка, 28 м², 20 человек;+79584974228;N/A;https://www.reveltime.ru/venue/4498536?eventtype=vecherinka
Лофт-центр Б69. Зал Ультра с верандой на крыше;Лофт, вечеринка, 15 м², 12 человек;+79584974206;N/A;https://www.reveltime.ru/venue/4462148?eventtype=vecherinka
Лофт-центр Б69. Зал Форсаж;Лофт, вечеринка, 23 м², 21 человек;+79584973975;N/A;https://www.reveltime.ru/venue/4512891?eventtype=vecherinka
Лофт-центр Б69. Зал Черный Антик с верандой на крыше;Лофт, вечеринка, 36 м², 18 человек;+79584974208;N/A;https://www.reveltime.ru/venue/4462264?eventtype=vecherinka
Лофт-центр Б69. Зал Шелби с верандой на крыше;Лофт, вечеринка, 23 м², 21 человек;;N/A;https://www.reveltime.ru/venue/4462006?eventtype=vecherinka
Лофт-центр Б69. Зал Якудза;Лофт, вечеринка, 33 м², 19 человек;+79584974064;N/A;https://www.reveltime.ru/venue/4512806?eventtype=vecherinka
Лофти. Lofty. Яркий лофт для вечеринок;Лофт, вечеринка, 160 м², 70 человек;;N/A;https://www.reveltime.ru/venue/4931756?eventtype=vecherinka
ЛофтСити Лаундж. Grey Silk (Грей Силк);Лофт, вечеринка, 23 м², 15 человек;+79346699837;N/A;https://www.reveltime.ru/venue/6637413?eventtype=vecherinka
Лофты ВДНХ. Купол. Прозрачный шатёр для праздников;Лофт, вечеринка, 30 м², 10 человек;;N/A;https://www.reveltime.ru/venue/4566844?eventtype=vecherinka
Люксовый лофт Дюна со стеклянным баром;Лофт, вечеринка, 100 м², 40 человек;+79584974150;N/A;https://www.reveltime.ru/venue/8404629?eventtype=vecherinka
Люмьер. Кинолофт с выходом на крышу;Лофт, вечеринка, 23 м², 11 человек;+79676928674;N/A;https://www.reveltime.ru/venue/5339840?eventtype=vecherinka
Мансарда в загородном доме;Лофт, вечеринка, 110 м², 40 человек;;N/A;https://www.reveltime.ru/venue/3089272?eventtype=vecherinka
Мансардный лофт;Лофт, вечеринка, 300 м², 80 человек;+74991112578;N/A;https://www.reveltime.ru/venue/804143?eventtype=vecherinka
Мастерская на Кулишках;Лофт, вечеринка, 130 м², 80 человек;+79651473923;N/A;https://www.reveltime.ru/venue/482584?eventtype=vecherinka
Мастерская на Кулишках. Атмосферный лофт;Лофт, вечеринка, 65 м², 60 человек;+79651473923;N/A;https://www.reveltime.ru/venue/463327?eventtype=vecherinka
Мастерская на Кулишках. Творческий лофт;Лофт, вечеринка, 65 м², 60 человек;+79651473923;N/A;https://www.reveltime.ru/venue/471230?eventtype=vecherinka
Мемори лофт. Versailles (Версаль). Элегантный лофт;Лофт, вечеринка, 63 м², 35 человек;+79346608162;N/A;https://www.reveltime.ru/venue/8307065?eventtype=vecherinka
Мемори лофт. Гэтсби. Стильный тематический лофт в черно-золотых цветах;Лофт, вечеринка, 50 м², 30 человек;+79019397085;N/A;https://www.reveltime.ru/venue/6560186?eventtype=vecherinka
Мемори лофт. Дримс. Клубный лофт с караоке и диско‑шаром;Лофт, вечеринка, 37 м², 20 человек;+79019397085;N/A;https://www.reveltime.ru/venue/6560340?eventtype=vecherinka
Мемори лофт. Дэнс. Современный лофт;Лофт, вечеринка, 36 м², 23 человек;+79019397085;N/A;https://www.reveltime.ru/venue/6560375?eventtype=vecherinka
Мемори лофт. Классик. Лофт с двумя залами;Лофт, вечеринка, 115 м², 70 человек;+79346644195;N/A;https://www.reveltime.ru/venue/7566650?eventtype=vecherinka
Мемори лофт. Классик. Элегантный лофт в классическом стиле;Лофт, вечеринка, 65 м², 50 человек;+79019397085;N/A;https://www.reveltime.ru/venue/6560301?eventtype=vecherinka
Мемори лофт. Мемори. Танцевальный лофт;Лофт, вечеринка, 60 м², 30 человек;+79019397046;N/A;https://www.reveltime.ru/venue/6559792?eventtype=vecherinka
Мемори лофт. Севилья. Уютный лофт с мебелью и светомузыкой;Лофт, вечеринка, 52 м², 30 человек;+79346657019;N/A;https://www.reveltime.ru/venue/8307501?eventtype=vecherinka
Мемори лофт. Тиффани. Изысканный лофт;Лофт, вечеринка, 45 м², 23 человек;+79019397094;N/A;https://www.reveltime.ru/venue/6560444?eventtype=vecherinka
Мемори лофт. Токио. Лофт в японском стиле с модным дизайном;Лофт, вечеринка, 22 м², 10 человек;+79019397094;N/A;https://www.reveltime.ru/venue/6560415?eventtype=vecherinka
Мемори лофт. Хэппи. Светлый лофт;Лофт, вечеринка, 32 м², 20 человек;+79019397085;N/A;https://www.reveltime.ru/venue/6560202?eventtype=vecherinka
Мини-кинотеатр с играми и кальяном;Лофт, вечеринка, 16 м², 15 человек;;N/A;https://www.reveltime.ru/venue/274416?eventtype=vecherinka
Мини-кинотеатр с играми и кальяном;Лофт, вечеринка, 14 м², 10 человек;;N/A;https://www.reveltime.ru/venue/274385?eventtype=vecherinka
Мини-лофт с кухней;Лофт, вечеринка, 40 м², 12 человек;+79150794620;N/A;https://www.reveltime.ru/venue/539567?eventtype=vecherinka
